Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,speaker
20.0,-538.621,130.03745,-53.085804,18.317982,-12.584712,2.938681,-16.513275,-1.6876382,-11.466588,-13.129315,-4.939932,-10.06075,-7.6629715,-14.969759,0.014273072,-11.02807,-8.626761,-6.8058395,-5.792212,-6.88045,-12.297738,-4.6989207,-9.562742,-5.168352,-8.439492,-8.667795,-6.3803644,-6.1502085,-5.113327,-6.1585817,-4.105115,-4.8713083,-3.3995662,-3.9994948,-3.1678483,-2.4641938,-1.0215696,-1.8205203,-3.286184,-2.2023954,0.0
21.0,-395.3727,96.23778,-37.722492,17.609482,-10.05927,-5.4848847,-8.078949,-6.859742,-7.2322774,-8.572361,-14.816733,-9.001281,-7.133255,-14.946053,-2.0284114,-10.759611,-10.035025,-5.3546677,-8.967156,-6.394579,-6.0441217,-5.986687,-6.977848,-3.5641713,-7.206599,-9.517147,-6.043638,-6.860253,-5.482787,-4.1999125,-4.5432625,-4.875644,-3.8567462,-4.241644,-5.49241,-3.2798452,-1.5269355,-1.1452571,0.80309725,0.7978264,0.0
22.0,-433.58743,123.208115,-57.96673,30.23732,-18.688799,-1.1716769,-12.256964,-6.7620683,-9.7022295,-6.3925686,-14.219321,-13.114868,-5.3721743,-18.177794,-1.7640665,-12.485687,-9.82984,-6.582527,-8.267581,-6.1726375,-9.106131,-5.917363,-6.593931,-2.7686028,-7.539672,-6.9957066,-6.989709,-7.7020674,-5.6146016,-6.530309,-5.8442454,-6.706448,-3.7950578,-4.9407744,-6.020223,-3.8914406,-2.6740158,-2.425666,-0.5496318,-0.564576,0.0
23.0,-483.92288,121.15251,-52.825092,25.762726,-16.165926,-0.45608005,-10.53067,-5.1654997,-9.321947,-7.0619545,-11.885767,-13.44017,-6.6359406,-17.017218,-1.2886865,-9.786636,-9.764121,-7.5414853,-8.4865465,-7.6470375,-9.099395,-4.959978,-8.1115055,-4.050651,-8.061022,-8.182655,-7.158456,-8.802407,-5.94359,-5.163947,-4.2708454,-5.3238845,-4.282504,-4.643676,-4.3743057,-2.2069092,-1.6172514,-2.3374994,0.70578355,1.104732,0.0
24.0,-468.61243,126.72529,-58.904816,29.099981,-19.595495,-0.12037377,-12.836496,-5.6335306,-9.443233,-8.080853,-13.400573,-15.235584,-4.3802557,-14.912025,-2.5183115,-11.196454,-8.697237,-7.806102,-10.197132,-8.390898,-8.55055,-6.1292734,-8.686196,-4.787591,-7.48738,-5.872519,-4.9260283,-5.40951,-5.907929,-5.227377,-6.012558,-5.42548,-2.5964603,-5.2185006,-4.715958,-3.553044,-1.6964444,-2.8448515,-0.18217275,0.88605285,0.0
25.0,-448.9165,125.71896,-58.373215,29.222559,-22.141268,-1.4687461,-14.384064,-8.658252,-9.124793,-8.808971,-13.607521,-14.090067,-7.8901706,-15.93436,-4.3605967,-13.508324,-9.190099,-8.986436,-10.259679,-8.910795,-8.430504,-5.5107455,-6.9807835,-1.5049366,-6.44207,-8.461389,-7.064228,-7.8403883,-7.3004403,-4.8000956,-6.1842995,-6.893098,-3.8877156,-5.1836667,-3.885553,-3.4061627,-2.774915,-3.672838,-1.6618577,-0.026088363,0.0
26.0,-431.6399,123.17826,-51.927788,25.820244,-16.491457,-3.1741657,-10.626037,-7.7918296,-7.736954,-8.732007,-13.562663,-13.4792385,-6.7269897,-16.031914,-3.4474773,-11.933169,-9.965165,-6.7862377,-9.893465,-6.921172,-7.557974,-6.3774357,-7.3651643,-3.573606,-7.820572,-7.431389,-6.7066307,-6.9109883,-5.9684625,-6.534738,-6.127013,-6.7147374,-3.8572206,-4.9765644,-4.6332088,-3.566071,-2.040082,-0.6556467,0.5189943,0.76658994,0.0
27.0,-477.42355,118.39039,-56.563065,30.443607,-21.33276,-1.6135893,-12.608647,-8.393675,-8.968822,-7.72672,-11.939503,-13.232683,-6.721728,-14.597953,-5.435015,-12.513726,-5.9297824,-6.862765,-7.821943,-6.32753,-7.3925443,-4.9060884,-7.395719,-3.019556,-8.94092,-8.428514,-7.1216664,-7.8568025,-6.697321,-5.1180787,-5.204729,-7.407899,-4.3921723,-4.9239655,-4.180571,-3.717755,-2.1929858,-0.95163876,1.3155447,2.0338387,0.0
28.0,-451.98352,127.97745,-61.469288,29.12878,-20.141155,-4.415486,-12.47042,-5.2633615,-9.943273,-8.655825,-12.606898,-15.1464615,-5.3383408,-16.128708,-3.608742,-11.419304,-6.9794397,-5.45697,-8.331413,-7.8668094,-8.138462,-5.2719164,-8.029177,-2.9409428,-7.5639687,-6.397563,-7.784759,-7.9050612,-6.903522,-6.006462,-4.552876,-7.239597,-3.2336354,-6.0104914,-5.560073,-3.2464912,-1.9028183,-1.7256038,-0.08701055,1.5715497,0.0
29.0,-576.5341,114.72238,-45.83184,19.816658,-9.468587,-8.354373,-6.112493,-10.288824,-7.2726264,-8.381915,-12.324771,-11.214881,-7.245249,-14.455142,-5.7048407,-9.591741,-10.663829,-5.527773,-9.457407,-6.9789643,-6.3138766,-6.647656,-5.853033,-5.2778554,-8.021081,-8.841958,-8.384643,-8.261653,-7.6856003,-5.4636436,-4.2182055,-6.3409038,-3.2300608,-3.2802482,-4.2070055,-1.9199389,-2.0492752,-1.1361706,0.058204416,0.8028835,0.0
30.0,-496.89316,135.73204,-67.18693,31.904781,-26.661076,1.6672027,-12.967673,-6.5643196,-9.996955,-7.803698,-10.146886,-14.593035,-6.4140353,-14.759027,-3.3803601,-12.185584,-7.538018,-9.614354,-9.403099,-7.292311,-9.719226,-4.7713137,-5.2963614,-3.058004,-6.07848,-5.001571,-8.110643,-7.612654,-6.944574,-4.038089,-3.5915911,-6.282833,-3.3351717,-5.3120914,-4.2379117,-3.5739172,-3.6503913,-3.1940255,-0.27212554,-0.40893456,0.0
31.0,-441.57443,127.52074,-60.31852,31.980062,-21.93056,-0.5788699,-12.893657,-6.2921615,-10.533824,-6.6588593,-10.833937,-12.599131,-3.9280992,-16.200327,-2.2681162,-13.454501,-9.332129,-9.149273,-9.7656975,-7.926571,-9.316763,-3.8441064,-5.621724,-1.9300729,-8.270543,-6.4386783,-7.441709,-8.612539,-7.3528185,-6.9642205,-5.607532,-6.529547,-3.53267,-5.798507,-5.5780063,-4.4370513,-2.902361,-3.05475,-2.0554345,0.08533537,0.0
32.0,-431.10602,117.506546,-51.004974,24.47467,-14.955604,-3.2298036,-10.027485,-8.667944,-7.6712813,-8.530954,-13.727388,-13.111368,-6.2743893,-15.670198,-2.592947,-9.868979,-8.715434,-5.4602966,-7.876295,-7.046016,-9.22054,-6.51118,-8.501821,-4.744134,-8.406223,-8.140785,-7.215918,-7.9021764,-5.816943,-5.520601,-3.8655207,-6.435077,-3.6324182,-4.2752423,-5.908791,-3.5988562,-3.751198,-2.8625617,-1.1603522,0.5033384,0.0
33.0,-420.35516,119.30798,-52.746143,26.148325,-16.160646,-6.3102784,-10.72789,-7.229647,-12.355475,-9.237541,-8.531117,-14.057967,-6.213346,-12.076605,-5.4595594,-12.135647,-7.523112,-7.9024134,-9.588166,-7.35702,-10.23664,-5.822379,-7.8916597,-5.6141624,-7.034604,-6.545408,-6.691507,-7.6594152,-5.4665465,-5.117435,-5.6114626,-6.531601,-3.892973,-5.8422074,-5.994995,-5.030296,-5.43119,-3.2205036,-3.1260564,-2.1855056,0.0
34.0,-417.45523,113.20997,-48.367466,24.72619,-15.332878,-3.9793284,-8.860348,-8.232134,-7.9085693,-10.861136,-13.500743,-13.640966,-8.76226,-15.616465,-4.755262,-11.6969185,-9.1459,-7.004494,-8.415067,-7.1444054,-9.619576,-5.124095,-7.1117277,-3.2358115,-6.4430146,-5.5304723,-4.348943,-6.2741127,-2.9513328,-5.000093,-4.733372,-5.976537,-3.5549583,-3.8416648,-6.2718973,-4.2318096,-4.5940747,-4.137369,-2.3537595,-1.3513428,0.0
35.0,-415.4547,107.0994,-38.833843,19.030611,-11.52352,-4.2289143,-10.950944,-8.361522,-7.821072,-9.183966,-11.356541,-12.196826,-6.8887234,-15.075098,-6.259462,-8.545712,-11.157839,-6.7544546,-6.8554792,-9.134246,-8.956686,-6.727124,-8.411704,-5.568938,-7.7329865,-7.810352,-5.8448954,-6.198826,-3.8640864,-4.5562162,-5.306132,-5.8142304,-4.590564,-3.9286528,-5.585431,-3.9673743,-3.1720538,-3.6678314,-1.0275083,0.24722478,0.0
36.0,-384.4497,104.94,-41.189476,13.0966425,-9.434141,-7.4008656,-12.986981,-3.8510463,-10.356751,-13.620426,-8.953712,-15.656294,-9.671178,-8.430399,-6.114073,-10.796177,-6.8132024,-7.2185345,-9.099398,-10.187903,-9.43959,-6.309674,-9.980943,-7.308002,-9.088018,-7.2649217,-6.8775373,-4.7674136,0.2701146,-0.9644038,1.5160582,0.29280186,-2.2087727,-2.337645,-3.2194967,-1.7102741,0.032712877,-2.2033424,-2.1382215,-0.76655596,0.0
37.0,-420.5656,128.34999,-54.022274,25.12273,-17.24478,-3.977047,-18.034014,-7.403768,-11.641792,-11.695157,-10.113586,-17.882362,-4.9300723,-11.858064,-2.9885488,-11.133437,-11.052637,-8.273471,-6.64038,-6.148659,-8.354205,-3.3534284,-9.805501,-5.8062015,-8.428773,-7.9,-4.8726087,-6.9108915,-6.6888933,-5.634389,-5.06831,-6.3497906,-2.3980196,-4.808628,-5.9210753,-4.515915,-2.9453347,-3.0191498,-0.19557577,3.697684,0.0
38.0,-405.829,109.8364,-45.686703,22.598997,-14.084008,-6.3061047,-10.957465,-6.1414576,-9.664019,-10.147881,-9.705559,-13.469453,-8.0632515,-12.805276,-3.9846754,-11.6833515,-10.065576,-7.6599617,-7.7437944,-8.094143,-8.393447,-2.8215935,-7.3955426,-3.0762284,-7.566551,-6.805081,-5.322781,-9.42625,-4.8516617,-6.1000514,-5.0048833,-4.9171886,-4.275816,-5.500632,-6.0075917,-2.446808,-2.2656255,-1.5599567,0.3822025,1.557807,0.0
39.0,-399.32587,108.16064,-43.021515,20.6163,-10.720538,-4.3503647,-9.852314,-3.8318822,-10.696023,-11.120823,-10.639433,-12.967661,-8.232836,-13.617918,-3.9941604,-11.967028,-9.722021,-6.5328846,-7.790657,-8.511996,-8.525753,-4.7876315,-8.882638,-4.1072736,-7.793959,-8.966457,-6.5305495,-7.3987126,-4.4566164,-3.9204721,-4.431278,-6.110748,-3.3280032,-4.258451,-6.6549616,-3.8699417,-2.5113363,-3.3157856,0.108061455,2.498624,0.0
40.0,-417.70782,106.98202,-43.094013,18.063883,-11.136758,-7.073004,-9.667539,-4.93098,-11.050892,-11.453241,-8.57506,-12.9283285,-8.002903,-11.545611,-4.167734,-11.521176,-9.37659,-5.92437,-8.573794,-7.82262,-9.088045,-5.691994,-7.754952,-4.900627,-7.5364566,-7.9035277,-7.132451,-8.153117,-4.2891617,-4.7563715,-4.880812,-5.8694763,-2.9480329,-4.3985796,-6.8428893,-3.6059778,-4.1077905,-3.6412425,-0.99683017,0.32558078,0.0
41.0,-406.37723,103.784515,-45.21566,19.02537,-11.052158,-9.923004,-7.4516387,-6.169704,-13.023025,-9.833357,-9.525524,-13.383524,-8.672242,-11.731286,-4.7003174,-12.292095,-9.551232,-6.773724,-9.417622,-8.721781,-7.9828124,-4.8207164,-7.438059,-3.6043818,-7.7226167,-7.971049,-6.070521,-8.7448015,-4.5916414,-4.7211404,-5.6615686,-5.1255527,-2.8150513,-4.419457,-4.482929,-2.0185843,-5.0827036,-4.18734,-1.200782,-1.0757563,0.0
42.0,-359.7108,97.423416,-40.065514,19.013577,-16.51366,-0.5500699,-12.872947,-10.444336,-7.882332,-13.485142,-9.327771,-10.068475,-9.541215,-11.953808,-4.735188,-10.45248,-9.319092,-7.412979,-9.438623,-6.5195127,-9.000987,-7.5720763,-6.10243,-4.7616606,-5.7165093,-5.6886044,-5.3166957,-4.737116,-4.172744,-5.705889,-3.4534256,-5.8271832,-4.756881,-3.3653493,-4.720836,-3.519814,-3.330952,-2.317236,-0.80873716,-1.3714465,0.0
43.0,-450.80103,128.74556,-60.488186,26.747131,-23.564325,2.787954,-12.884989,-3.1541245,-9.317311,-11.0185375,-8.350545,-12.410626,-8.12101,-13.294163,-3.136165,-14.081625,-6.2326035,-10.986153,-9.368243,-6.940659,-11.585776,-6.51862,-7.8066936,-4.7942543,-8.7398205,-4.8939395,-4.661044,-4.2302094,-5.0329733,-3.8995516,-2.7910507,-4.2745275,-2.2946796,-4.969735,-3.2383957,-3.0261602,-2.6064405,-3.2650404,-2.0925686,-1.9579666,0.0
44.0,-472.20804,135.30154,-64.24778,24.064594,-23.306154,7.309942,-14.45837,-0.3801421,-10.408049,-8.360937,-7.6343718,-12.858117,-6.861741,-14.663119,-4.030471,-12.491237,-7.9953575,-10.201164,-6.6599274,-7.6967163,-9.348815,-6.619755,-9.466034,-5.7968235,-10.100873,-6.4105725,-7.642719,-6.8441415,-5.7580357,-6.4227333,-4.3512096,-5.162152,-2.9320304,-4.2110248,-3.2153537,-4.0597396,-2.5555787,-2.470286,-1.9755803,-0.91575027,0.0
45.0,-478.87283,135.1634,-64.057884,24.008196,-25.691124,9.661684,-15.3541565,1.7911098,-10.7574625,-6.9718227,-5.637149,-10.897281,-6.125162,-14.208,-3.617152,-10.940479,-7.1503053,-9.917373,-5.7902236,-6.516138,-8.1632,-6.0449185,-8.885006,-5.794058,-9.8931265,-6.4237323,-6.3997006,-6.078615,-5.2380323,-5.1297307,-3.5359454,-6.009137,-3.769787,-4.57077,-2.6167884,-3.7386563,-2.9931684,-3.025728,-1.3773175,-0.50921416,0.0
46.0,-472.02982,137.05823,-65.81645,25.377254,-24.284891,8.19358,-16.961483,-0.0248122,-10.856949,-8.724728,-8.041471,-12.696907,-6.188114,-15.555063,-4.5996704,-12.164805,-7.139238,-10.432838,-6.34121,-7.7411966,-10.717305,-5.976419,-8.76319,-4.9389467,-9.72751,-7.2695208,-7.302579,-7.6945553,-6.090533,-5.434703,-2.946148,-3.9403973,-3.2776508,-4.150488,-2.1541762,-3.5372305,-1.6464666,-2.2547846,-1.7448299,-1.0692543,0.0
47.0,-406.9435,115.940346,-51.202335,17.790365,-15.676849,-1.3016287,-14.88014,-7.9952946,-9.588491,-13.2738905,-9.651432,-9.826864,-7.9564376,-13.433154,-2.720862,-10.687573,-8.9297905,-8.705836,-8.563253,-6.8693857,-10.357138,-7.7537093,-8.023625,-6.1278872,-7.50249,-4.6149993,-5.1742578,-5.6410065,-4.7677927,-2.9653254,-1.7094948,-5.09343,-3.6451356,-4.941614,-5.343783,-3.2461183,-3.165805,-3.6696224,-2.0682213,-1.7940099,0.0
48.0,-415.67734,116.16259,-53.12422,23.656618,-17.451357,-0.19563623,-12.461324,-4.000858,-9.076634,-11.553652,-8.619602,-10.566049,-6.7585907,-13.999526,-4.083812,-13.409885,-9.926746,-9.493923,-10.541192,-6.999817,-10.227347,-7.7834077,-8.229223,-5.8145394,-9.188671,-6.413689,-6.446287,-6.2447853,-4.353313,-5.167336,-3.1451173,-6.542832,-4.7117815,-3.9932373,-4.100304,-3.100257,-3.7378821,-5.3427424,-3.1122477,-1.8339515,0.0
49.0,-471.68317,129.48749,-70.082184,30.195652,-31.11905,8.634393,-19.562338,1.6367295,-11.363469,-10.820665,-9.434982,-11.964504,-7.6498365,-16.291502,-2.0235577,-12.587692,-7.498387,-11.02986,-8.220506,-8.160495,-11.443052,-6.499317,-9.022868,-5.7341948,-11.1303835,-7.7192674,-7.523424,-7.644789,-4.9299006,-4.7922926,-1.5654393,-4.427057,-2.3748348,-3.9616258,-3.9895403,-4.268342,-2.2484703,-4.132789,-2.6457534,-2.1152654,0.0
50.0,-455.77722,129.33272,-62.75797,29.03335,-25.37793,7.848389,-17.080357,1.494085,-10.446749,-10.284428,-7.3968472,-11.60739,-5.902429,-16.17203,-2.2792814,-12.38372,-7.6147027,-10.244301,-7.0986104,-7.571074,-10.549035,-6.251727,-9.979248,-4.9290395,-10.024757,-6.185021,-5.738507,-6.445487,-4.4614496,-4.3929424,-1.6936566,-3.7596834,-3.139534,-3.9039097,-2.8894947,-2.4166696,-2.1744475,-3.8440213,-2.00894,-1.9092956,0.0
51.0,-456.94864,125.75857,-66.81466,28.581282,-27.62702,7.621426,-18.21277,0.94413215,-11.874963,-11.446341,-9.053119,-11.945213,-6.6144333,-16.625175,-2.603346,-12.283662,-8.409679,-11.176072,-8.233024,-7.3646646,-10.379952,-6.299568,-8.575912,-6.5870476,-11.322585,-7.36888,-6.9131274,-6.624357,-5.0507765,-4.8974857,-1.7601317,-3.693133,-2.746216,-3.5752704,-3.6735916,-3.2624004,-1.7803315,-3.8674793,-1.7528634,-1.4333978,0.0
